ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
36,New York,NY,36103,Suffolk County,36103110602,"Census Tract 1106.02; Suffolk County; New York",0.796830743866,2793,511,1254,139,1121,162,586,618,0,13,361,186,24,46,43,54,583,106,576,289,323,129,101,147,0,52,42,723,20,34,0,13,0,18,37,39,63,3,21,21.8,0,2.3,32.2,15.9,1.2,2.3,1.5,2,20.9,6,20.6,7.3,11.6,5.3,9,13,0,1.9,1.5,25.9,1.6,2.7,0,3.1,0,1.6,3.3,3.5,2.3,0.4,0.59,0,0.6281,0.0325,0.1581,1.4087,0.2017,0.7268,0.5389,0.5182,0.7799,0,2.5638,0.5547,0.0055,0.0055,0.0055,0.2839,0,0,0.1667,0.7694,1.22,0.1334,5.198,0.1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4185,65,64,0,13,14,26,14,24,0,13,0,13,14,23,0,13,5.8,5.5,0,1.4,0.5,0.9,0.5,0.9,0,1.4,0,1.4,0.5,0.8,0,1.4
36,New York,NY,36103,Suffolk County,36103110801,"Census Tract 1108.01; Suffolk County; New York",2.453813731802,1955,252,919,112,749,108,106,93,15,13,87,34,0,13,16,16,468,79,365,97,123,45,52,39,10,49,156,342,8,17,0,13,0,18,0,13,5,4,5.4,4.7,1.5,1.2,11.6,4.2,0,2.8,0.8,0.8,23.9,3.6,18.7,3.6,6.3,2.3,7,5.1,0.5,2.5,8,17.5,0.9,1.8,0,4.3,0,2.4,0,5.2,0.3,0.2,0.0878,0.0802,0.0519,0,0.0758,0.2957,0.0059,0.8373,0.3992,0.1138,0.6878,0.231,2.2691,0.3685,0.1271,0.1271,0.1271,0.2347,0,0,0,0.3787,0.6134,0.0281,3.3053,0.0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,30,17,13,13,65,41,50,55,0,13,0,13,28,21,0,13,4,2.3,0.7,0.7,3.3,2.1,2.6,2.7,0,2,0,2,1.4,1.1,0,2
36,New York,NY,36103,Suffolk County,36103110803,"Census Tract 1108.03; Suffolk County; New York",5.462593489916,5886,866,2186,300,2130,315,196,144,188,130,183,87,115,76,18,28,1295,312,1104,280,364,160,34,37,53,91,701,1097,23,41,0,19,0,26,39,46,235,7,3.4,2.5,6.4,3.9,8.6,3.9,2.7,1.8,0.3,0.5,22,4.5,18.8,3.4,6.3,2.8,1.6,1.7,1,1.6,11.9,18.6,1.1,1.9,0,1.8,0,1.2,1.8,2.1,4,0.6,0.037,0.6058,0.0184,0.0965,0.0295,0.7872,0.0555,0.7743,0.4077,0.1138,0.1819,0.3289,1.8066,0.1442,0.1988,0.1988,0.1988,0.2503,0,0,0.0855,0.841,1.1768,0.122,3.9694,0.0409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6101,47,45,31,54,596,431,53,72,0,19,0,19,21,23,0,19,2.2,2.2,0.5,0.9,10.1,6.5,0.9,1.2,0,0.7,0,0.7,0.4,0.4,0,0.7
36,New York,NY,36103,Suffolk County,36103110901,"Census Tract 1109.01; Suffolk County; New York",0.623949712346,2409,432,1189,159,1154,170,369,202,32,46,276,111,87,73,130,173,545,175,361,162,148,89,69,60,0,52,494,538,0,18,0,13,52,41,0,13,0,13,15.5,8,2.2,3.1,23.9,9,4.5,3.5,5.4,6.7,22.6,6.9,15,5.4,6.1,3.5,6,5.1,0,2.3,20.5,22,0,1.5,0,3.3,4.5,3.5,0,3.4,0,0.5,0.436,0.1424,0.4057,0.2037,0.6393,1.8271,0.3155,0.7941,0.1965,0.104,0.6254,0,1.72,0.1201,0.3183,0.3183,0.3183,0,0,0.623,0,0,0.623,0.0283,4.4884,0.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4457,14,21,37,38,185,187,34,35,0,13,0,13,238,179,0,13,1.2,1.8,1.5,1.6,7.7,7.2,1.4,1.4,0,1.6,0,1.6,9.9,6.8,0,1.6
36,New York,NY,36103,Suffolk County,36103110902,"Census Tract 1109.02; Suffolk County; New York",0.750612790058,4628,659,1482,167,1474,168,961,321,123,83,327,112,695,276,363,232,785,210,892,171,491,211,100,75,553,276,2460,931,40,30,0,13,29,43,170,91,82,4,21.5,6.4,4.6,3.4,22.2,7.2,20,6.5,7.8,4.7,17,4.2,19.3,3.8,10.6,4.2,6.8,5,12.7,6,53.2,18.6,2.7,2,0,2.7,2,2.9,11.5,6.3,1.8,0.3,0.6027,0.4163,0.3444,0.7922,0.7913,2.9469,0.6354,0.5091,0.4422,0.4398,0.6735,0.8259,2.8905,0.7391,0.6147,0.6147,0.6147,0.3381,0,0.4354,0.4472,0.7307,1.9514,0.3949,8.4035,0.6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4239,212,171,438,180,1687,422,128,104,0,13,0,13,198,163,9,16,14.4,10.6,9.5,4.3,36.5,8.2,2.8,2.4,0,0.9,0,0.9,4.3,3.5,0.2,0.3
36,New York,NY,36103,Suffolk County,36103111001,"Census Tract 1110.01; Suffolk County; New York",0.597697865162,2320,385,987,110,951,117,244,127,0,13,192,76,68,64,85,58,456,97,302,100,222,104,16,18,16,53,494,496,30,31,0,13,13,23,38,30,91,3,10.8,5.3,0,2.7,20.2,7.6,3.5,3.3,3.8,2.6,19.7,4.8,13,3.7,9.8,4.7,1.7,1.9,0.7,2.4,21.3,21.1,3,3.1,0,4,1.4,2.4,4,3.2,3.9,0.7,0.274,0,0.2786,0.1421,0.4708,1.1655,0.1403,0.6579,0.1273,0.3732,0.1921,0.2753,1.6258,0.0931,0.3294,0.3294,0.3294,0.351,0,0.3683,0.202,0.8382,1.7595,0.3124,4.8802,0.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3787,10,13,74,46,109,101,256,236,0,13,0,13,55,43,0,13,1.1,1.4,3.2,2,4.7,4.4,11,9.2,0,1.7,0,1.7,2.4,2,0,1.7
36,New York,NY,36103,Suffolk County,36103111002,"Census Tract 1110.02; Suffolk County; New York",0.772782766898,5354,635,1969,177,1903,167,641,317,193,130,522,195,652,334,652,336,898,330,1058,281,548,339,213,118,407,202,2657,776,318,170,0,19,116,100,319,144,56,4,12,5.8,6.1,4,27.4,10,16.7,7.7,12.2,6,16.8,6.1,19.8,3.8,10.2,6.2,11.2,6.1,8,3.9,49.6,13.2,16.2,8.5,0,2,6.1,5.2,16.8,7.4,1,0.1,0.312,0.5773,0.508,0.7278,0.9251,3.0502,0.6643,0.4954,0.4824,0.408,0.8495,0.7328,2.9681,0.7704,0.5932,0.5932,0.5932,0.6159,0,0.6956,0.5371,0.6323,2.4809,0.6338,9.0924,0.7329,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3504,198,143,522,363,1708,569,100,86,0,19,0,19,317,270,10,18,10.4,7.3,9.7,6.5,31.9,9,1.9,1.6,0,0.7,0,0.7,5.9,5,0.2,0.3
36,New York,NY,36103,Suffolk County,36103111101,"Census Tract 1111.01; Suffolk County; New York",0.398715566238,2292,180,653,32,653,32,126,153,51,64,158,100,219,78,258,114,412,171,578,97,187,108,31,54,149,145,1232,314,0,18,0,13,17,25,0,13,0,13,5.5,6.7,4,5,24.2,15.3,13.3,4.4,11.3,4.8,18,7.6,25.2,3.6,8.2,4.7,4.7,8.3,7.3,7,53.8,13,0,2.8,0,5.9,2.6,3.8,0,5.9,0,0.6,0.0918,0.3459,0.4139,0.6338,0.9081,2.3935,0.4883,0.5636,0.8041,0.2435,0.516,0.7164,2.8436,0.718,0.6193,0.6193,0.6193,0,0,0.4945,0,0,0.4945,0.0173,6.3509,0.3117,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2265,0,13,207,222,987,164,24,41,0,13,0,13,14,21,0,13,0,5.9,9,9.7,43.1,6,1,1.8,0,1.7,0,1.7,0.6,0.9,0,1.7
36,New York,NY,36103,Suffolk County,36103111102,"Census Tract 1111.02; Suffolk County; New York",0.317190128938,2142,495,629,110,600,116,634,528,148,124,163,118,597,261,203,257,111,93,381,198,130,88,8,19,452,299,1587,558,0,18,8,14,27,40,183,131,7,2,29.6,23.7,9.9,8.2,27.2,19,38.2,11.5,9.5,11.4,5.2,4,17.8,8,6.1,4.5,1.3,3.2,21.5,13.3,74.1,19.6,0,2.9,1.3,2.3,4.5,6.6,30.5,21.3,0.3,0.1,0.7574,0.8194,0.5034,0.9726,0.8601,3.9129,0.8772,0.0339,0.3347,0.104,0.1452,0.9266,1.5444,0.0754,0.7281,0.7281,0.7281,0,0.7827,0.623,0.6587,0.3787,2.4431,0.6163,8.6285,0.6767,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1350,102,87,299,266,1239,363,49,70,0,13,0,13,0,13,0,13,17,13.1,14,11.5,57.8,10.9,2.3,3.3,0,1.8,0,1.8,0,1.8,0,1.8
36,New York,NY,36103,Suffolk County,36103111103,"Census Tract 1111.03; Suffolk County; New York",0.479681155638,3941,677,1026,182,1026,182,1278,747,225,132,481,227,746,227,204,145,407,135,946,225,357,158,125,147,628,276,3130,881,1,13,0,13,230,143,74,81,17,2,32.4,18.1,12.5,9.3,46.9,20.5,30.5,10.6,5.2,3.4,10.3,3.7,24,6,9.1,4,12.2,14.2,17.2,6.9,79.4,17.7,0.1,1.3,0,3.8,22.4,13.4,7.2,7.9,0.4,0.1,0.7952,0.8988,0.8698,0.9285,0.6207,4.113,0.9154,0.1527,0.7434,0.3084,0.8725,0.8848,2.9618,0.7685,0.756,0.756,0.756,0.1774,0,0.9612,0.3375,0.4313,1.9074,0.375,9.7382,0.8071,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2050,255,163,457,150,1011,791,1,3,279,145,0,13,74,115,1308,768,24.9,17.3,11.6,4.3,25.7,19.8,0,0.1,7.1,3.6,0,1,1.9,2.9,33.2,19.7
36,New York,NY,36103,Suffolk County,36103111201,"Census Tract 1112.01; Suffolk County; New York",0.46133011368,3924,560,1111,102,1013,102,579,222,8,13,81,66,481,169,144,129,392,161,796,318,585,314,35,53,479,331,1921,786,18,31,0,13,55,81,22,36,30,3,14.8,5.3,0.3,0.5,8,6.5,19.3,6.3,3.7,3.1,10,4.6,20.3,6.4,14.9,8.7,3.5,5.2,12.4,8.4,49,18.8,1.6,2.8,0,3.5,5.4,8,2.2,3.6,0.8,0.1,0.4134,0.0218,0.0139,0.7799,0.4581,1.6871,0.2701,0.1439,0.5199,0.7262,0.3981,0.8207,2.6088,0.5853,0.5891,0.5891,0.5891,0.2839,0,0.6638,0.107,0.588,1.6427,0.2662,6.5277,0.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,88,87,119,111,1702,834,98,131,0,13,0,13,2,5,0,13,8.7,8.3,3,2.9,43.4,16.7,2.5,3.3,0,1,0,1,0.1,0.1,0,1
36,New York,NY,36103,Suffolk County,36103111202,"Census Tract 1112.02; Suffolk County; New York",0.733001905634,5561,1014,2080,430,1967,436,1086,476,179,129,493,185,538,282,260,193,768,205,1162,327,881,735,0,26,483,249,1993,1386,93,108,77,85,98,88,103,99,10,5,19.5,7.8,6,3.9,25.1,7.6,13.5,6.8,4.7,3.4,13.8,4.5,20.9,5.4,15.8,11.1,0,1.3,9.2,4.4,35.8,24.1,4.5,5.1,3.7,4.1,5,4.3,5.2,5.1,0.2,0.1,0.5513,0.5672,0.4418,0.6419,0.5708,2.773,0.5889,0.3202,0.5591,0.7676,0,0.7616,2.4085,0.4512,0.4884,0.4884,0.4884,0.408,0.8535,0.6463,0.2596,0.3191,2.4865,0.6363,8.1564,0.6062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2671,73,72,195,177,1675,499,86,66,0,19,0,19,5,9,32,30,3.7,3.6,3.5,3,30.1,9.2,1.5,1.2,0,0.7,0,0.7,0.1,0.2,0.6,0.6
36,New York,NY,36103,Suffolk County,36103111300,"Census Tract 1113; Suffolk County; New York",2.70830668747,4663,501,1660,206,1571,201,579,356,210,135,276,131,68,49,95,75,870,335,1089,150,568,261,67,53,56,74,652,717,9,19,0,13,0,18,9,14,44,5,12.4,7.5,9,5.7,17.6,8,2.1,1.5,2,1.6,18.7,6.2,23.4,3.2,12.2,4.8,4.3,3.3,1.2,1.6,14,15.3,0.5,1.1,0,2.4,0,1.1,0.6,0.9,0.9,0,0.3277,0.7789,0.1918,0.0664,0.2284,1.5932,0.2492,0.6049,0.7066,0.5638,0.481,0.3575,2.7138,0.6488,0.2308,0.2308,0.2308,0.1973,0,0,0.0276,0.6108,0.8357,0.0521,5.3735,0.1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4887,115,76,11,24,294,165,126,112,0,13,0,13,221,168,0,13,7.3,4.9,0.2,0.5,6.3,3.6,2.7,2.4,0,0.9,0,0.9,4.7,3.5,0,0.9
36,New York,NY,36103,Suffolk County,36103111401,"Census Tract 1114.01; Suffolk County; New York",0.435302205656,1479,237,556,92,530,78,157,89,20,19,113,55,113,110,11,16,384,112,334,105,82,33,12,21,9,51,402,332,0,18,0,13,0,18,35,30,6,2,11,6,2.7,2.6,21.3,9.9,10.7,9.6,0.7,1.1,26,7.1,22.6,4.7,5.5,2.3,2.3,3.9,0.6,3.6,27.2,22,0,3.2,0,6.9,0,3.4,6.6,5.6,0.4,0.1,0.2788,0.1941,0.3191,0.5374,0.0637,1.3931,0.1981,0.8923,0.6598,0.0745,0.2607,0.2529,2.1402,0.2919,0.3981,0.3981,0.3981,0,0,0,0.3136,0.4313,0.7449,0.0391,4.6763,0.0914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,46,57,207,157,163,148,16,27,0,13,0,13,16,19,0,13,8.7,10,14,10.6,11,9.5,1.1,1.8,0,2.7,0,2.7,1.1,1.3,0,2.7
36,New York,NY,36103,Suffolk County,36103111402,"Census Tract 1114.02; Suffolk County; New York",1.078547751554,5141,694,1866,293,1777,292,341,232,160,95,203,80,242,197,83,68,997,367,987,231,339,107,13,28,68,87,1403,940,0,26,0,19,14,29,17,29,10,2,6.6,4.4,5.6,3.5,11.4,4.1,6.5,5.1,1.6,1.4,19.4,6.5,19.2,4.3,6.6,2.2,0.7,1.6,1.4,1.7,27.3,17.9,0,1.4,0,2.1,0.8,1.6,1,1.7,0.2,0,0.1263,0.5281,0.0469,0.3269,0.1734,1.2016,0.1498,0.6432,0.4352,0.1282,0.0903,0.3851,1.682,0.1089,0.3998,0.3998,0.3998,0,0,0.2778,0.0439,0.3191,0.6408,0.0289,3.9242,0.0397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3191,204,209,222,249,865,436,99,87,0,19,0,19,205,175,12,17,11.5,10.6,4.3,4.8,16.8,7.7,1.9,1.7,0,0.8,0,0.8,4,3.3,0.2,0.3
36,New York,NY,36103,Suffolk County,36103111503,"Census Tract 1115.03; Suffolk County; New York",0.933219344856,5219,1091,1779,267,1779,267,637,255,105,66,528,241,267,152,0,19,1067,243,1307,472,564,226,22,30,114,98,2221,1166,100,51,0,19,11,25,201,122,12,4,12.2,4.2,4.1,2.7,29.7,12.8,7.9,4.4,0,0.8,20.4,6.3,25,4.7,10.8,4.9,1.2,1.7,2.3,1.9,42.6,20.5,5.7,2.7,0,2.2,0.6,1.4,11.3,6.6,0.2,0.1,0.3199,0.3603,0.5709,0.4034,0,1.6545,0.2627,0.6994,0.7948,0.4559,0.1357,0.4829,2.5687,0.5582,0.5487,0.5487,0.5487,0.4435,0,0.2421,0.4417,0.3191,1.4464,0.1999,6.2183,0.2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2279,439,252,854,440,1186,1091,120,89,0,19,0,19,54,77,7,11,24.7,12.2,16.4,8.6,22.7,17.2,2.3,1.9,0,0.8,0,0.8,1,1.5,0.1,0.2
36,New York,NY,36103,Suffolk County,36103111504,"Census Tract 1115.04; Suffolk County; New York",1.0587109891,1812,338,642,75,633,76,102,62,32,27,87,42,62,41,55,42,520,102,420,220,197,62,8,17,54,68,407,412,20,32,0,13,0,18,17,20,20,2,5.7,3.3,3.6,3.3,13.7,6.4,4.9,3.2,3,2.5,28.7,8.4,23.2,8.6,10.9,3.7,1.3,2.7,3.1,3.9,22.5,22.3,3.1,5,0,6,0,2.8,2.7,3.1,1.1,0.2,0.0969,0.3005,0.0846,0.2271,0.37,1.0791,0.1188,0.9374,0.6926,0.463,0.1452,0.5393,2.7775,0.6845,0.3447,0.3447,0.3447,0.3552,0,0,0.1374,0.6525,1.1451,0.1142,5.3464,0.1669,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2480,17,12,26,35,224,216,33,28,0,13,0,13,124,78,0,13,2.7,2,1.4,1.9,12.4,10.2,1.8,1.6,0,2.2,0,2.2,6.8,4.5,0,2.2
36,New York,NY,36103,Suffolk County,36103111506,"Census Tract 1115.06; Suffolk County; New York",1.958107026552,2789,272,906,65,880,71,222,125,41,32,75,45,75,50,17,20,426,85,629,131,208,90,82,44,38,55,1158,366,0,18,0,13,11,21,66,43,72,5,8,4.4,2.7,2.1,8.5,5.1,3.8,2.5,0.6,0.7,15.3,3,22.6,3.7,7.5,3.4,9.3,4.9,1.4,2,41.5,12.5,0,2,0,4.3,1.3,2.4,7.5,4.9,2.6,0.3,0.1785,0.1941,0.0173,0.1606,0.0516,0.6021,0.03,0.4084,0.6598,0.1885,0.7925,0.3851,2.4343,0.4686,0.5401,0.5401,0.5401,0,0,0.3527,0.3478,0.7862,1.4867,0.2111,5.0632,0.1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2443,38,34,458,194,298,175,303,181,0,13,0,13,40,53,59,74,4.3,3.8,16.4,6.4,10.7,5.9,10.9,6.4,0,1.4,0,1.4,1.4,1.9,2.1,2.7
36,New York,NY,36103,Suffolk County,36103111507,"Census Tract 1115.07; Suffolk County; New York",0.26833316796,2778,853,679,79,632,78,153,99,20,31,92,71,195,119,121,79,285,108,895,465,134,73,33,51,117,76,2009,906,0,18,40,26,64,81,0,13,13,2,5.7,3.2,1.3,2,14.6,11.1,12.3,7.8,4.4,3,10.3,3.3,32.2,7.9,4.8,2.9,5.2,8,4.5,2.5,72.3,23.9,0,2.7,5.9,4,10.1,12.8,0,6.1,0.5,0.2,0.0969,0.0649,0.1036,0.6006,0.5413,1.4073,0.2013,0.1527,0.9549,0.0533,0.5623,0.621,2.3442,0.408,0.7186,0.7186,0.7186,0,0.8827,0.8176,0,0.4814,2.1817,0.4899,6.6518,0.3592,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,975,32,35,426,286,1291,733,35,50,0,13,0,13,190,154,67,59,5.1,5.4,15.3,12.5,46.5,14.8,1.3,1.9,0,1.4,0,1.4,6.8,6,2.4,2.2
36,New York,NY,36103,Suffolk County,36103111508,"Census Tract 1115.08; Suffolk County; New York",1.04411054197,4366,357,1224,123,1224,123,870,599,177,81,239,126,236,124,48,48,670,83,1123,240,305,113,105,69,303,157,1663,533,0,18,0,13,69,62,23,22,187,4,21,14.3,7.7,3.4,19.5,10.1,8.2,4,1.1,1.1,15.3,2.3,25.7,4.1,7.3,2.7,8.6,5.6,7.2,3.7,38.1,11.8,0,1.5,0,3.2,5.6,5,1.9,1.8,4.3,0.4,0.59,0.7061,0.2554,0.4171,0.1125,2.0811,0.3944,0.4084,0.8248,0.1745,0.7643,0.7145,2.8865,0.7374,0.5122,0.5122,0.5122,0,0,0.6741,0.0908,0.8505,1.6154,0.2581,7.0952,0.4393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270,31,30,326,241,883,321,307,133,0,13,0,13,147,95,0,13,2.5,2.4,7.5,5.6,20.2,6.7,7,3,0,0.9,0,0.9,3.4,2.2,0,0.9
36,New York,NY,36103,Suffolk County,36103111601,"Census Tract 1116.01; Suffolk County; New York",0.785686295738,3776,497,1434,142,1346,146,143,135,151,86,142,64,32,30,128,87,521,56,791,146,256,125,49,46,31,55,263,700,0,18,0,13,0,18,37,41,15,5,3.8,3.6,6.4,3.7,10.5,4.6,1.2,1.1,3.4,2.3,13.8,2.3,20.9,3.4,6.8,2.8,3.6,3.4,0.9,1.5,7,18.5,0,1.3,0,2.7,0,1.3,2.7,3,0.4,0.1,0.0434,0.6058,0.0361,0.0325,0.4241,1.1419,0.1344,0.3202,0.5591,0.1414,0.4082,0.3125,1.7414,0.1256,0.1009,0.1009,0.1009,0,0,0,0.1374,0.4313,0.5687,0.0239,3.5529,0.0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060,27,34,3,5,198,180,37,43,0,13,0,13,25,28,0,13,2,2.5,0.1,0.1,5.2,4.7,1,1.1,0,1.1,0,1.1,0.7,0.7,0,1.1
36,New York,NY,36103,Suffolk County,36103111602,"Census Tract 1116.02; Suffolk County; New York",0.737575669926,3355,578,1295,355,1276,356,241,142,25,30,299,115,94,74,51,58,676,312,811,226,260,121,31,36,6,51,510,805,8,18,0,13,12,22,51,49,11,3,7.2,4.1,1.4,1.7,23.4,6.2,4.1,3.3,1.5,1.7,20.1,8,24.2,5.1,7.7,3.7,2.4,2.7,0.2,1.7,15.2,23.9,0.6,1.4,0,3,0.9,1.7,4,4,0.3,0.1,0.1489,0.0728,0.3877,0.1776,0.1581,0.9451,0.0865,0.6811,0.7567,0.2048,0.2748,0.1461,2.0635,0.251,0.2514,0.2514,0.2514,0.2063,0,0.2968,0.202,0.3787,1.0838,0.1024,4.3438,0.0608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,51,42,129,148,203,128,46,66,0,13,0,13,132,166,0,13,4,3.4,3.8,4.4,6.1,3.8,1.4,2,0,1.2,0,1.2,3.9,4.7,0,1.2
36,New York,NY,36103,Suffolk County,36103111701,"Census Tract 1117.01; Suffolk County; New York",1.037593526312,5504,792,2192,409,2192,409,493,277,261,204,349,153,154,127,65,86,1003,340,1176,273,771,398,102,78,131,120,1270,1112,0,26,0,19,0,26,95,71,14,2,9,4.9,7.9,6.1,15.9,6.3,3.9,3.1,1.2,1.6,18.2,5.8,21.4,3.7,14,6.6,4.7,3.4,2.6,2.3,23.1,19.9,0,1.2,0,1.8,0,1.2,4.3,3.3,0.3,0.1,0.2147,0.7201,0.1355,0.1667,0.1227,1.3597,0.1872,0.577,0.5895,0.6759,0.516,0.5048,2.8632,0.7254,0.3526,0.3526,0.3526,0,0,0,0.2199,0.3787,0.5986,0.0262,5.1741,0.1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3378,132,100,2,7,498,232,576,360,0,19,0,19,180,114,14,25,6,4.7,0,0.1,9,4.1,10.5,6.4,0,0.7,0,0.7,3.3,2.2,0.3,0.5
36,New York,NY,36103,Suffolk County,36103111703,"Census Tract 1117.03; Suffolk County; New York",1.064049621454,3219,491,1180,166,970,142,503,357,35,30,229,105,119,58,94,87,412,93,728,292,506,254,52,77,14,54,695,633,127,91,0,13,0,18,15,18,153,11,15.6,10.8,2,1.7,23.6,10.3,5.4,2.7,2.9,2.7,12.8,3.3,22.6,7.1,15.7,6.8,5.4,7.9,0.5,1.8,21.6,19.4,10.8,7.6,0,3.3,0,1.9,1.5,1.8,4.8,0.8,0.4386,0.1214,0.3945,0.2586,0.3564,1.5695,0.2418,0.2627,0.6598,0.7631,0.5764,0.231,2.493,0.5078,0.334,0.334,0.334,0.5448,0,0,0.0688,0.8635,1.4771,0.2077,5.8736,0.2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3444,49,44,353,371,246,155,96,97,0,13,0,13,0,13,0,13,5.1,4.5,11,10.6,7.6,4.9,3,3,0,1.2,0,1.2,0,1.2,0,1.2
36,New York,NY,36103,Suffolk County,36103111704,"Census Tract 1117.04; Suffolk County; New York",0.8213354795,3714,699,1196,161,1196,161,76,48,34,35,153,65,45,42,91,117,611,122,1016,418,245,83,0,18,15,55,289,1002,0,18,0,13,0,18,31,28,12,2,2.1,1.2,1.8,1.9,12.8,5.2,1.8,1.8,2.5,2.8,16.5,4.3,27.4,6.6,6.6,2.9,0,1.5,0.4,1.6,7.8,26.9,0,1.5,0,3.3,0,1.5,2.6,2.4,0.3,0.1,0.0142,0.1042,0.0686,0.0538,0.2976,0.5384,0.0238,0.4763,0.8787,0.1282,0,0.202,1.6852,0.11,0.1226,0.1226,0.1226,0,0,0,0.1304,0.3787,0.5091,0.0182,2.8553,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,49,43,37,54,170,121,50,39,0,13,0,13,32,27,0,13,4.1,3.6,1,1.5,4.6,3.4,1.3,1.1,0,1.1,0,1.1,0.9,0.8,0,1.1
